,date,county,state,cases,deaths,Week,Weekly Cases,Weekly Deaths
9347,2020-12-09,San Francisco,California,17387,164.0,Wednesday,1587.0,4.0
9753,2020-12-16,San Francisco,California,19286,172.0,Wednesday,1899.0,8.0
10159,2020-12-23,San Francisco,California,21235,178.0,Wednesday,1949.0,6.0
10565,2020-12-30,San Francisco,California,22999,184.0,Wednesday,1764.0,6.0
10971,2021-01-06,San Francisco,California,24992,203.0,Wednesday,1993.0,19.0
11377,2021-01-13,San Francisco,California,27534,235.0,Wednesday,2542.0,32.0
11783,2021-01-20,San Francisco,California,29505,266.0,Wednesday,1971.0,31.0
12189,2021-01-27,San Francisco,California,30877,297.0,Wednesday,1372.0,31.0
12595,2021-02-03,San Francisco,California,31791,328.0,Wednesday,914.0,31.0
13001,2021-02-10,San Francisco,California,32785,351.0,Wednesday,994.0,23.0
13407,2021-02-17,San Francisco,California,33494,376.0,Wednesday,709.0,25.0
13813,2021-02-24,San Francisco,California,33997,394.0,Wednesday,503.0,18.0
14219,2021-03-03,San Francisco,California,34390,422.0,Wednesday,393.0,28.0
14625,2021-03-10,San Francisco,California,34657,440.0,Wednesday,267.0,18.0
15031,2021-03-17,San Francisco,California,34836,456.0,Wednesday,179.0,16.0
15437,2021-03-24,San Francisco,California,35074,462.0,Wednesday,238.0,6.0
15843,2021-03-31,San Francisco,California,35328,474.0,Wednesday,254.0,12.0
16249,2021-04-07,San Francisco,California,35575,488.0,Wednesday,247.0,14.0
16655,2021-04-14,San Francisco,California,35872,507.0,Wednesday,297.0,19.0
17061,2021-04-21,San Francisco,California,36120,529.0,Wednesday,248.0,22.0
17467,2021-04-28,San Francisco,California,36361,533.0,Wednesday,241.0,4.0
17873,2021-05-05,San Francisco,California,36553,541.0,Wednesday,192.0,8.0
18279,2021-05-12,San Francisco,California,36710,543.0,Wednesday,157.0,2.0
18685,2021-05-19,San Francisco,California,36821,546.0,Wednesday,111.0,3.0
19091,2021-05-26,San Francisco,California,36942,546.0,Wednesday,121.0,0.0
19497,2021-06-02,San Francisco,California,37034,550.0,Wednesday,92.0,4.0
19903,2021-06-09,San Francisco,California,37137,552.0,Wednesday,103.0,2.0
20309,2021-06-16,San Francisco,California,37213,555.0,Wednesday,76.0,3.0
20715,2021-06-23,San Francisco,California,37290,556.0,Wednesday,77.0,1.0
21121,2021-06-30,San Francisco,California,37044,558.0,Wednesday,-246.0,2.0
37,2020-07-01,San Joaquin,California,3914,54.0,Wednesday,0.0,0.0
436,2020-07-08,San Joaquin,California,5817,61.0,Wednesday,1903.0,7.0
835,2020-07-15,San Joaquin,California,7428,73.0,Wednesday,1611.0,12.0
1234,2020-07-22,San Joaquin,California,9595,98.0,Wednesday,2167.0,25.0
1634,2020-07-29,San Joaquin,California,11209,146.0,Wednesday,1614.0,48.0
2040,2020-08-05,San Joaquin,California,12087,187.0,Wednesday,878.0,41.0
2446,2020-08-12,San Joaquin,California,14026,239.0,Wednesday,1939.0,52.0
2852,2020-08-19,San Joaquin,California,15379,287.0,Wednesday,1353.0,48.0
3258,2020-08-26,San Joaquin,California,16795,297.0,Wednesday,1416.0,10.0
3664,2020-09-02,San Joaquin,California,17915,344.0,Wednesday,1120.0,47.0
4070,2020-09-09,San Joaquin,California,18550,382.0,Wednesday,635.0,38.0
4476,2020-09-16,San Joaquin,California,19623,399.0,Wednesday,1073.0,17.0
4882,2020-09-23,San Joaquin,California,20060,434.0,Wednesday,437.0,35.0
5288,2020-09-30,San Joaquin,California,20411,456.0,Wednesday,351.0,22.0
5694,2020-10-07,San Joaquin,California,20779,473.0,Wednesday,368.0,17.0
6100,2020-10-14,San Joaquin,California,20828,477.0,Wednesday,49.0,4.0
6506,2020-10-21,San Joaquin,California,21473,488.0,Wednesday,645.0,11.0
6912,2020-10-28,San Joaquin,California,21988,492.0,Wednesday,515.0,4.0
7318,2020-11-04,San Joaquin,California,22450,494.0,Wednesday,462.0,2.0
7724,2020-11-11,San Joaquin,California,22993,500.0,Wednesday,543.0,6.0
8130,2020-11-18,San Joaquin,California,24335,505.0,Wednesday,1342.0,5.0
8536,2020-11-25,San Joaquin,California,25675,504.0,Wednesday,1340.0,-1.0
8942,2020-12-02,San Joaquin,California,26784,519.0,Wednesday,1109.0,15.0
9348,2020-12-09,San Joaquin,California,30579,532.0,Wednesday,3795.0,13.0
9754,2020-12-16,San Joaquin,California,33849,549.0,Wednesday,3270.0,17.0
10160,2020-12-23,San Joaquin,California,40328,603.0,Wednesday,6479.0,54.0
10566,2020-12-30,San Joaquin,California,44699,628.0,Wednesday,4371.0,25.0
10972,2021-01-06,San Joaquin,California,49682,683.0,Wednesday,4983.0,55.0
11378,2021-01-13,San Joaquin,California,54796,736.0,Wednesday,5114.0,53.0
11784,2021-01-20,San Joaquin,California,58843,788.0,Wednesday,4047.0,52.0
12190,2021-01-27,San Joaquin,California,61092,849.0,Wednesday,2249.0,61.0
12596,2021-02-03,San Joaquin,California,62890,874.0,Wednesday,1798.0,25.0
13002,2021-02-10,San Joaquin,California,64457,943.0,Wednesday,1567.0,69.0
13408,2021-02-17,San Joaquin,California,65659,1018.0,Wednesday,1202.0,75.0
13814,2021-02-24,San Joaquin,California,66462,1061.0,Wednesday,803.0,43.0
14220,2021-03-03,San Joaquin,California,67123,1150.0,Wednesday,661.0,89.0
14626,2021-03-10,San Joaquin,California,67754,1208.0,Wednesday,631.0,58.0
15032,2021-03-17,San Joaquin,California,68301,1213.0,Wednesday,547.0,5.0
15438,2021-03-24,San Joaquin,California,69187,1244.0,Wednesday,886.0,31.0
15844,2021-03-31,San Joaquin,California,69846,1301.0,Wednesday,659.0,57.0
16250,2021-04-07,San Joaquin,California,70511,1325.0,Wednesday,665.0,24.0
16656,2021-04-14,San Joaquin,California,71229,1334.0,Wednesday,718.0,9.0
17062,2021-04-21,San Joaquin,California,71813,1340.0,Wednesday,584.0,6.0
17468,2021-04-28,San Joaquin,California,72345,1346.0,Wednesday,532.0,6.0
17874,2021-05-05,San Joaquin,California,72784,1384.0,Wednesday,439.0,38.0
18280,2021-05-12,San Joaquin,California,73220,1391.0,Wednesday,436.0,7.0
18686,2021-05-19,San Joaquin,California,73440,1400.0,Wednesday,220.0,9.0
19092,2021-05-26,San Joaquin,California,73758,1419.0,Wednesday,318.0,19.0
19498,2021-06-02,San Joaquin,California,73968,1423.0,Wednesday,210.0,4.0
19904,2021-06-09,San Joaquin,California,74287,1428.0,Wednesday,319.0,5.0
20310,2021-06-16,San Joaquin,California,74596,1435.0,Wednesday,309.0,7.0
20716,2021-06-23,San Joaquin,California,74808,1440.0,Wednesday,212.0,5.0
21122,2021-06-30,San Joaquin,California,74900,1444.0,Wednesday,92.0,4.0
38,2020-07-01,San Luis Obispo,California,642,2.0,Wednesday,0.0,0.0
437,2020-07-08,San Luis Obispo,California,845,3.0,Wednesday,203.0,1.0
836,2020-07-15,San Luis Obispo,California,1112,6.0,Wednesday,267.0,3.0
1235,2020-07-22,San Luis Obispo,California,1393,7.0,Wednesday,281.0,1.0
1635,2020-07-29,San Luis Obispo,California,1710,12.0,Wednesday,317.0,5.0
2041,2020-08-05,San Luis Obispo,California,1970,16.0,Wednesday,260.0,4.0
2447,2020-08-12,San Luis Obispo,California,2300,17.0,Wednesday,330.0,1.0
2853,2020-08-19,San Luis Obispo,California,2562,19.0,Wednesday,262.0,2.0
3259,2020-08-26,San Luis Obispo,California,2792,21.0,Wednesday,230.0,2.0
3665,2020-09-02,San Luis Obispo,California,3035,20.0,Wednesday,243.0,-1.0
4071,2020-09-09,San Luis Obispo,California,3171,22.0,Wednesday,136.0,2.0
4477,2020-09-16,San Luis Obispo,California,3316,27.0,Wednesday,145.0,5.0
4883,2020-09-23,San Luis Obispo,California,3479,29.0,Wednesday,163.0,2.0
5289,2020-09-30,San Luis Obispo,California,3629,31.0,Wednesday,150.0,2.0
5695,2020-10-07,San Luis Obispo,California,3779,31.0,Wednesday,150.0,0.0
6101,2020-10-14,San Luis Obispo,California,3933,32.0,Wednesday,154.0,1.0
6507,2020-10-21,San Luis Obispo,California,4092,32.0,Wednesday,159.0,0.0
6913,2020-10-28,San Luis Obispo,California,4240,32.0,Wednesday,148.0,0.0
7319,2020-11-04,San Luis Obispo,California,4422,33.0,Wednesday,182.0,1.0
7725,2020-11-11,San Luis Obispo,California,4846,33.0,Wednesday,424.0,0.0
8131,2020-11-18,San Luis Obispo,California,5400,34.0,Wednesday,554.0,1.0
8537,2020-11-25,San Luis Obispo,California,5956,35.0,Wednesday,556.0,1.0
8943,2020-12-02,San Luis Obispo,California,6378,38.0,Wednesday,422.0,3.0
9349,2020-12-09,San Luis Obispo,California,7071,45.0,Wednesday,693.0,7.0
9755,2020-12-16,San Luis Obispo,California,8090,54.0,Wednesday,1019.0,9.0
10161,2020-12-23,San Luis Obispo,California,9303,66.0,Wednesday,1213.0,12.0
10567,2020-12-30,San Luis Obispo,California,10387,82.0,Wednesday,1084.0,16.0
10973,2021-01-06,San Luis Obispo,California,12185,95.0,Wednesday,1798.0,13.0
11379,2021-01-13,San Luis Obispo,California,14425,119.0,Wednesday,2240.0,24.0
11785,2021-01-20,San Luis Obispo,California,16056,140.0,Wednesday,1631.0,21.0
12191,2021-01-27,San Luis Obispo,California,17366,161.0,Wednesday,1310.0,21.0
12597,2021-02-03,San Luis Obispo,California,18186,187.0,Wednesday,820.0,26.0
13003,2021-02-10,San Luis Obispo,California,18838,202.0,Wednesday,652.0,15.0
13409,2021-02-17,San Luis Obispo,California,19248,210.0,Wednesday,410.0,8.0
13815,2021-02-24,San Luis Obispo,California,19500,221.0,Wednesday,252.0,11.0
14221,2021-03-03,San Luis Obispo,California,19751,238.0,Wednesday,251.0,17.0
14627,2021-03-10,San Luis Obispo,California,19966,248.0,Wednesday,215.0,10.0
15033,2021-03-17,San Luis Obispo,California,20136,253.0,Wednesday,170.0,5.0
15439,2021-03-24,San Luis Obispo,California,20309,253.0,Wednesday,173.0,0.0
15845,2021-03-31,San Luis Obispo,California,20505,256.0,Wednesday,196.0,3.0
16251,2021-04-07,San Luis Obispo,California,20671,256.0,Wednesday,166.0,0.0
16657,2021-04-14,San Luis Obispo,California,20857,256.0,Wednesday,186.0,0.0
17063,2021-04-21,San Luis Obispo,California,21010,258.0,Wednesday,153.0,2.0
17469,2021-04-28,San Luis Obispo,California,21164,260.0,Wednesday,154.0,2.0
17875,2021-05-05,San Luis Obispo,California,21243,260.0,Wednesday,79.0,0.0
18281,2021-05-12,San Luis Obispo,California,21308,260.0,Wednesday,65.0,0.0
18687,2021-05-19,San Luis Obispo,California,21234,261.0,Wednesday,-74.0,1.0
19093,2021-05-26,San Luis Obispo,California,21291,261.0,Wednesday,57.0,0.0
19499,2021-06-02,San Luis Obispo,California,21347,261.0,Wednesday,56.0,0.0
19905,2021-06-09,San Luis Obispo,California,21387,261.0,Wednesday,40.0,0.0
20311,2021-06-16,San Luis Obispo,California,21421,261.0,Wednesday,34.0,0.0
20717,2021-06-23,San Luis Obispo,California,21448,261.0,Wednesday,27.0,0.0
21123,2021-06-30,San Luis Obispo,California,21482,261.0,Wednesday,34.0,0.0
39,2020-07-01,San Mateo,California,3268,108.0,Wednesday,0.0,0.0
438,2020-07-08,San Mateo,California,3743,111.0,Wednesday,475.0,3.0
837,2020-07-15,San Mateo,California,4254,114.0,Wednesday,511.0,3.0
1236,2020-07-22,San Mateo,California,4776,114.0,Wednesday,522.0,0.0
1636,2020-07-29,San Mateo,California,5306,118.0,Wednesday,530.0,4.0
2042,2020-08-05,San Mateo,California,5758,120.0,Wednesday,452.0,2.0
2448,2020-08-12,San Mateo,California,6535,122.0,Wednesday,777.0,2.0
2854,2020-08-19,San Mateo,California,7321,127.0,Wednesday,786.0,5.0
3260,2020-08-26,San Mateo,California,7849,130.0,Wednesday,528.0,3.0
3666,2020-09-02,San Mateo,California,8311,132.0,Wednesday,462.0,2.0
4072,2020-09-09,San Mateo,California,8807,136.0,Wednesday,496.0,4.0
4478,2020-09-16,San Mateo,California,9264,142.0,Wednesday,457.0,6.0
4884,2020-09-23,San Mateo,California,9664,144.0,Wednesday,400.0,2.0
5290,2020-09-30,San Mateo,California,9990,150.0,Wednesday,326.0,6.0
5696,2020-10-07,San Mateo,California,10347,154.0,Wednesday,357.0,4.0
6102,2020-10-14,San Mateo,California,10622,155.0,Wednesday,275.0,1.0
6508,2020-10-21,San Mateo,California,10918,157.0,Wednesday,296.0,2.0
6914,2020-10-28,San Mateo,California,11232,159.0,Wednesday,314.0,2.0
7320,2020-11-04,San Mateo,California,11564,161.0,Wednesday,332.0,2.0
7726,2020-11-11,San Mateo,California,12127,165.0,Wednesday,563.0,4.0
8132,2020-11-18,San Mateo,California,12780,168.0,Wednesday,653.0,3.0
8538,2020-11-25,San Mateo,California,13707,170.0,Wednesday,927.0,2.0
8944,2020-12-02,San Mateo,California,14812,170.0,Wednesday,1105.0,0.0
9350,2020-12-09,San Mateo,California,16666,177.0,Wednesday,1854.0,7.0
9756,2020-12-16,San Mateo,California,19330,183.0,Wednesday,2664.0,6.0
10162,2020-12-23,San Mateo,California,21913,203.0,Wednesday,2583.0,20.0
10568,2020-12-30,San Mateo,California,24246,217.0,Wednesday,2333.0,14.0
10974,2021-01-06,San Mateo,California,26497,234.0,Wednesday,2251.0,17.0
11380,2021-01-13,San Mateo,California,29747,268.0,Wednesday,3250.0,34.0
11786,2021-01-20,San Mateo,California,32887,309.0,Wednesday,3140.0,41.0
12192,2021-01-27,San Mateo,California,34738,356.0,Wednesday,1851.0,47.0
12598,2021-02-03,San Mateo,California,36214,395.0,Wednesday,1476.0,39.0
13004,2021-02-10,San Mateo,California,37277,447.0,Wednesday,1063.0,52.0
13410,2021-02-17,San Mateo,California,38041,481.0,Wednesday,764.0,34.0
13816,2021-02-24,San Mateo,California,38662,502.0,Wednesday,621.0,21.0
14222,2021-03-03,San Mateo,California,39148,521.0,Wednesday,486.0,19.0
14628,2021-03-10,San Mateo,California,39535,525.0,Wednesday,387.0,4.0
15034,2021-03-17,San Mateo,California,39806,536.0,Wednesday,271.0,11.0
15440,2021-03-24,San Mateo,California,40032,544.0,Wednesday,226.0,8.0
15846,2021-03-31,San Mateo,California,40385,547.0,Wednesday,353.0,3.0
16252,2021-04-07,San Mateo,California,40649,553.0,Wednesday,264.0,6.0
16658,2021-04-14,San Mateo,California,40955,556.0,Wednesday,306.0,3.0
17064,2021-04-21,San Mateo,California,41251,560.0,Wednesday,296.0,4.0
17470,2021-04-28,San Mateo,California,41474,564.0,Wednesday,223.0,4.0
17876,2021-05-05,San Mateo,California,41708,567.0,Wednesday,234.0,3.0
18282,2021-05-12,San Mateo,California,41985,568.0,Wednesday,277.0,1.0
18688,2021-05-19,San Mateo,California,42099,570.0,Wednesday,114.0,2.0
19094,2021-05-26,San Mateo,California,42268,573.0,Wednesday,169.0,3.0
19500,2021-06-02,San Mateo,California,42386,576.0,Wednesday,118.0,3.0
19906,2021-06-09,San Mateo,California,42488,664.0,Wednesday,102.0,88.0
20312,2021-06-16,San Mateo,California,42593,581.0,Wednesday,105.0,-83.0
20718,2021-06-23,San Mateo,California,42725,581.0,Wednesday,132.0,0.0
21124,2021-06-30,San Mateo,California,42540,581.0,Wednesday,-185.0,0.0
40,2020-07-01,Santa Barbara,California,3164,29.0,Wednesday,0.0,0.0
439,2020-07-08,Santa Barbara,California,3866,30.0,Wednesday,702.0,1.0
838,2020-07-15,Santa Barbara,California,4641,32.0,Wednesday,775.0,2.0
1237,2020-07-22,Santa Barbara,California,5422,32.0,Wednesday,781.0,0.0
1637,2020-07-29,Santa Barbara,California,6110,32.0,Wednesday,688.0,0.0
2043,2020-08-05,Santa Barbara,California,6591,67.0,Wednesday,481.0,35.0
2449,2020-08-12,Santa Barbara,California,7083,73.0,Wednesday,492.0,6.0
2855,2020-08-19,Santa Barbara,California,7508,82.0,Wednesday,425.0,9.0
3261,2020-08-26,Santa Barbara,California,7916,90.0,Wednesday,408.0,8.0
3667,2020-09-02,Santa Barbara,California,8229,97.0,Wednesday,313.0,7.0
4073,2020-09-09,Santa Barbara,California,8550,99.0,Wednesday,321.0,2.0
4479,2020-09-16,Santa Barbara,California,8785,109.0,Wednesday,235.0,10.0
4885,2020-09-23,Santa Barbara,California,8973,113.0,Wednesday,188.0,4.0
5291,2020-09-30,Santa Barbara,California,9197,114.0,Wednesday,224.0,1.0
5697,2020-10-07,Santa Barbara,California,9363,115.0,Wednesday,166.0,1.0
6103,2020-10-14,Santa Barbara,California,9520,117.0,Wednesday,157.0,2.0
6509,2020-10-21,Santa Barbara,California,9688,119.0,Wednesday,168.0,2.0
6915,2020-10-28,Santa Barbara,California,9886,126.0,Wednesday,198.0,7.0
7321,2020-11-04,Santa Barbara,California,10042,130.0,Wednesday,156.0,4.0
7727,2020-11-11,Santa Barbara,California,10260,131.0,Wednesday,218.0,1.0
8133,2020-11-18,Santa Barbara,California,10702,133.0,Wednesday,442.0,2.0
8539,2020-11-25,Santa Barbara,California,11205,135.0,Wednesday,503.0,2.0
8945,2020-12-02,Santa Barbara,California,11720,138.0,Wednesday,515.0,3.0
9351,2020-12-09,Santa Barbara,California,12636,139.0,Wednesday,916.0,1.0
9757,2020-12-16,Santa Barbara,California,13957,145.0,Wednesday,1321.0,6.0
10163,2020-12-23,Santa Barbara,California,15417,151.0,Wednesday,1460.0,6.0
10569,2020-12-30,Santa Barbara,California,17008,157.0,Wednesday,1591.0,6.0
10975,2021-01-06,Santa Barbara,California,19448,181.0,Wednesday,2440.0,24.0
11381,2021-01-13,Santa Barbara,California,22769,214.0,Wednesday,3321.0,33.0
11787,2021-01-20,Santa Barbara,California,25083,236.0,Wednesday,2314.0,22.0
12193,2021-01-27,Santa Barbara,California,27532,279.0,Wednesday,2449.0,43.0
12599,2021-02-03,Santa Barbara,California,29191,316.0,Wednesday,1659.0,37.0
13005,2021-02-10,Santa Barbara,California,30352,358.0,Wednesday,1161.0,42.0
13411,2021-02-17,Santa Barbara,California,31067,381.0,Wednesday,715.0,23.0
13817,2021-02-24,Santa Barbara,California,31567,398.0,Wednesday,500.0,17.0
14223,2021-03-03,Santa Barbara,California,32147,420.0,Wednesday,580.0,22.0
14629,2021-03-10,Santa Barbara,California,32474,425.0,Wednesday,327.0,5.0
15035,2021-03-17,Santa Barbara,California,32703,433.0,Wednesday,229.0,8.0
15441,2021-03-24,Santa Barbara,California,32933,438.0,Wednesday,230.0,5.0
15847,2021-03-31,Santa Barbara,California,33174,441.0,Wednesday,241.0,3.0
16253,2021-04-07,Santa Barbara,California,33408,443.0,Wednesday,234.0,2.0
16659,2021-04-14,Santa Barbara,California,33774,444.0,Wednesday,366.0,1.0
17065,2021-04-21,Santa Barbara,California,33952,445.0,Wednesday,178.0,1.0
17471,2021-04-28,Santa Barbara,California,34128,448.0,Wednesday,176.0,3.0
17877,2021-05-05,Santa Barbara,California,34261,453.0,Wednesday,133.0,5.0
18283,2021-05-12,Santa Barbara,California,34337,456.0,Wednesday,76.0,3.0
18689,2021-05-19,Santa Barbara,California,34412,459.0,Wednesday,75.0,3.0
19095,2021-05-26,Santa Barbara,California,34470,459.0,Wednesday,58.0,0.0
19501,2021-06-02,Santa Barbara,California,34507,456.0,Wednesday,37.0,-3.0
19907,2021-06-09,Santa Barbara,California,34549,459.0,Wednesday,42.0,3.0
20313,2021-06-16,Santa Barbara,California,34587,460.0,Wednesday,38.0,1.0
20719,2021-06-23,Santa Barbara,California,34624,455.0,Wednesday,37.0,-5.0
21125,2021-06-30,Santa Barbara,California,34643,457.0,Wednesday,19.0,2.0
41,2020-07-01,Santa Clara,California,4572,159.0,Wednesday,0.0,0.0
440,2020-07-08,Santa Clara,California,5552,166.0,Wednesday,980.0,7.0
839,2020-07-15,Santa Clara,California,6951,174.0,Wednesday,1399.0,8.0
1238,2020-07-22,Santa Clara,California,8321,181.0,Wednesday,1370.0,7.0
1638,2020-07-29,Santa Clara,California,9612,188.0,Wednesday,1291.0,7.0
2044,2020-08-05,Santa Clara,California,11128,197.0,Wednesday,1516.0,9.0
2450,2020-08-12,Santa Clara,California,13059,208.0,Wednesday,1931.0,11.0
2856,2020-08-19,Santa Clara,California,15085,217.0,Wednesday,2026.0,9.0
3262,2020-08-26,Santa Clara,California,16306,234.0,Wednesday,1221.0,17.0
3668,2020-09-02,Santa Clara,California,17802,251.0,Wednesday,1496.0,17.0
4074,2020-09-09,Santa Clara,California,18854,264.0,Wednesday,1052.0,13.0
4480,2020-09-16,Santa Clara,California,19760,294.0,Wednesday,906.0,30.0
4886,2020-09-23,Santa Clara,California,20648,301.0,Wednesday,888.0,7.0
5292,2020-09-30,Santa Clara,California,21379,323.0,Wednesday,731.0,22.0
5698,2020-10-07,Santa Clara,California,22056,354.0,Wednesday,677.0,31.0
6104,2020-10-14,Santa Clara,California,22801,364.0,Wednesday,745.0,10.0
6510,2020-10-21,Santa Clara,California,23591,386.0,Wednesday,790.0,22.0
6916,2020-10-28,Santa Clara,California,24558,403.0,Wednesday,967.0,17.0
7322,2020-11-04,Santa Clara,California,25543,422.0,Wednesday,985.0,19.0
7728,2020-11-11,Santa Clara,California,27124,441.0,Wednesday,1581.0,19.0
8134,2020-11-18,Santa Clara,California,29297,454.0,Wednesday,2173.0,13.0
8540,2020-11-25,Santa Clara,California,32049,471.0,Wednesday,2752.0,17.0
8946,2020-12-02,Santa Clara,California,35945,487.0,Wednesday,3896.0,16.0
