,date,county,state,cases,deaths,Week,Weekly Cases,Weekly Deaths
15024,2021-03-17,Placer,California,20407,240.0,Wednesday,203.0,8.0
15430,2021-03-24,Placer,California,20665,251.0,Wednesday,258.0,11.0
15836,2021-03-31,Placer,California,20952,274.0,Wednesday,287.0,23.0
16242,2021-04-07,Placer,California,21287,277.0,Wednesday,335.0,3.0
16648,2021-04-14,Placer,California,21644,281.0,Wednesday,357.0,4.0
17054,2021-04-21,Placer,California,21957,283.0,Wednesday,313.0,2.0
17460,2021-04-28,Placer,California,22151,286.0,Wednesday,194.0,3.0
17866,2021-05-05,Placer,California,22386,290.0,Wednesday,235.0,4.0
18272,2021-05-12,Placer,California,22665,292.0,Wednesday,279.0,2.0
18678,2021-05-19,Placer,California,22801,295.0,Wednesday,136.0,3.0
19084,2021-05-26,Placer,California,22956,296.0,Wednesday,155.0,1.0
19490,2021-06-02,Placer,California,23075,297.0,Wednesday,119.0,1.0
19896,2021-06-09,Placer,California,23257,297.0,Wednesday,182.0,0.0
20302,2021-06-16,Placer,California,23438,299.0,Wednesday,181.0,2.0
20708,2021-06-23,Placer,California,23633,300.0,Wednesday,195.0,1.0
21114,2021-06-30,Placer,California,23755,300.0,Wednesday,122.0,0.0
30,2020-07-01,Plumas,California,8,0.0,Wednesday,0.0,0.0
429,2020-07-08,Plumas,California,12,0.0,Wednesday,4.0,0.0
828,2020-07-15,Plumas,California,14,0.0,Wednesday,2.0,0.0
1227,2020-07-22,Plumas,California,19,0.0,Wednesday,5.0,0.0
1627,2020-07-29,Plumas,California,22,0.0,Wednesday,3.0,0.0
2033,2020-08-05,Plumas,California,25,0.0,Wednesday,3.0,0.0
2439,2020-08-12,Plumas,California,31,0.0,Wednesday,6.0,0.0
2845,2020-08-19,Plumas,California,33,0.0,Wednesday,2.0,0.0
3251,2020-08-26,Plumas,California,39,0.0,Wednesday,6.0,0.0
3657,2020-09-02,Plumas,California,39,0.0,Wednesday,0.0,0.0
4063,2020-09-09,Plumas,California,42,0.0,Wednesday,3.0,0.0
4469,2020-09-16,Plumas,California,44,0.0,Wednesday,2.0,0.0
4875,2020-09-23,Plumas,California,48,0.0,Wednesday,4.0,0.0
5281,2020-09-30,Plumas,California,48,0.0,Wednesday,0.0,0.0
5687,2020-10-07,Plumas,California,49,0.0,Wednesday,1.0,0.0
6093,2020-10-14,Plumas,California,51,0.0,Wednesday,2.0,0.0
6499,2020-10-21,Plumas,California,53,0.0,Wednesday,2.0,0.0
6905,2020-10-28,Plumas,California,63,0.0,Wednesday,10.0,0.0
7311,2020-11-04,Plumas,California,86,0.0,Wednesday,23.0,0.0
7717,2020-11-11,Plumas,California,108,0.0,Wednesday,22.0,0.0
8123,2020-11-18,Plumas,California,142,0.0,Wednesday,34.0,0.0
8529,2020-11-25,Plumas,California,180,0.0,Wednesday,38.0,0.0
8935,2020-12-02,Plumas,California,201,0.0,Wednesday,21.0,0.0
9341,2020-12-09,Plumas,California,258,0.0,Wednesday,57.0,0.0
9747,2020-12-16,Plumas,California,313,0.0,Wednesday,55.0,0.0
10153,2020-12-23,Plumas,California,360,0.0,Wednesday,47.0,0.0
10559,2020-12-30,Plumas,California,395,1.0,Wednesday,35.0,1.0
10965,2021-01-06,Plumas,California,428,4.0,Wednesday,33.0,3.0
11371,2021-01-13,Plumas,California,483,5.0,Wednesday,55.0,1.0
11777,2021-01-20,Plumas,California,509,5.0,Wednesday,26.0,0.0
12183,2021-01-27,Plumas,California,536,5.0,Wednesday,27.0,0.0
12589,2021-02-03,Plumas,California,560,6.0,Wednesday,24.0,1.0
12995,2021-02-10,Plumas,California,584,6.0,Wednesday,24.0,0.0
13401,2021-02-17,Plumas,California,619,6.0,Wednesday,35.0,0.0
13807,2021-02-24,Plumas,California,626,6.0,Wednesday,7.0,0.0
14213,2021-03-03,Plumas,California,628,6.0,Wednesday,2.0,0.0
14619,2021-03-10,Plumas,California,639,6.0,Wednesday,11.0,0.0
15025,2021-03-17,Plumas,California,643,4.0,Wednesday,4.0,-2.0
15431,2021-03-24,Plumas,California,652,4.0,Wednesday,9.0,0.0
15837,2021-03-31,Plumas,California,661,4.0,Wednesday,9.0,0.0
16243,2021-04-07,Plumas,California,665,4.0,Wednesday,4.0,0.0
16649,2021-04-14,Plumas,California,665,4.0,Wednesday,0.0,0.0
17055,2021-04-21,Plumas,California,670,4.0,Wednesday,5.0,0.0
17461,2021-04-28,Plumas,California,700,6.0,Wednesday,30.0,2.0
17867,2021-05-05,Plumas,California,704,6.0,Wednesday,4.0,0.0
18273,2021-05-12,Plumas,California,710,6.0,Wednesday,6.0,0.0
18679,2021-05-19,Plumas,California,720,6.0,Wednesday,10.0,0.0
19085,2021-05-26,Plumas,California,723,6.0,Wednesday,3.0,0.0
19491,2021-06-02,Plumas,California,724,6.0,Wednesday,1.0,0.0
19897,2021-06-09,Plumas,California,733,6.0,Wednesday,9.0,0.0
20303,2021-06-16,Plumas,California,735,6.0,Wednesday,2.0,0.0
20709,2021-06-23,Plumas,California,736,6.0,Wednesday,1.0,0.0
21115,2021-06-30,Plumas,California,742,6.0,Wednesday,6.0,0.0
31,2020-07-01,Riverside,California,18656,463.0,Wednesday,0.0,0.0
430,2020-07-08,Riverside,California,23279,515.0,Wednesday,4623.0,52.0
829,2020-07-15,Riverside,California,27850,577.0,Wednesday,4571.0,62.0
1228,2020-07-22,Riverside,California,32231,617.0,Wednesday,4381.0,40.0
1628,2020-07-29,Riverside,California,36458,682.0,Wednesday,4227.0,65.0
2034,2020-08-05,Riverside,California,38991,752.0,Wednesday,2533.0,70.0
2440,2020-08-12,Riverside,California,44237,853.0,Wednesday,5246.0,101.0
2846,2020-08-19,Riverside,California,48630,917.0,Wednesday,4393.0,64.0
3252,2020-08-26,Riverside,California,51538,984.0,Wednesday,2908.0,67.0
3658,2020-09-02,Riverside,California,53306,1033.0,Wednesday,1768.0,49.0
4064,2020-09-09,Riverside,California,54735,1085.0,Wednesday,1429.0,52.0
4470,2020-09-16,Riverside,California,56201,1136.0,Wednesday,1466.0,51.0
4876,2020-09-23,Riverside,California,57695,1173.0,Wednesday,1494.0,37.0
5282,2020-09-30,Riverside,California,59405,1226.0,Wednesday,1710.0,53.0
5688,2020-10-07,Riverside,California,61133,1247.0,Wednesday,1728.0,21.0
6094,2020-10-14,Riverside,California,62900,1264.0,Wednesday,1767.0,17.0
6500,2020-10-21,Riverside,California,65056,1275.0,Wednesday,2156.0,11.0
6906,2020-10-28,Riverside,California,67299,1305.0,Wednesday,2243.0,30.0
7312,2020-11-04,Riverside,California,69827,1329.0,Wednesday,2528.0,24.0
7718,2020-11-11,Riverside,California,72341,1352.0,Wednesday,2514.0,23.0
8124,2020-11-18,Riverside,California,77636,1383.0,Wednesday,5295.0,31.0
8530,2020-11-25,Riverside,California,83685,1434.0,Wednesday,6049.0,51.0
8936,2020-12-02,Riverside,California,88530,1444.0,Wednesday,4845.0,10.0
9342,2020-12-09,Riverside,California,107620,1539.0,Wednesday,19090.0,95.0
9748,2020-12-16,Riverside,California,131822,1666.0,Wednesday,24202.0,127.0
10154,2020-12-23,Riverside,California,156834,1805.0,Wednesday,25012.0,139.0
10560,2020-12-30,Riverside,California,180537,1951.0,Wednesday,23703.0,146.0
10966,2021-01-06,Riverside,California,203957,2151.0,Wednesday,23420.0,200.0
11372,2021-01-13,Riverside,California,230600,2307.0,Wednesday,26643.0,156.0
11778,2021-01-20,Riverside,California,251000,2676.0,Wednesday,20400.0,369.0
12184,2021-01-27,Riverside,California,268490,3003.0,Wednesday,17490.0,327.0
12590,2021-02-03,Riverside,California,277724,3278.0,Wednesday,9234.0,275.0
12996,2021-02-10,Riverside,California,284168,3454.0,Wednesday,6444.0,176.0
13402,2021-02-17,Riverside,California,287063,3577.0,Wednesday,2895.0,123.0
13808,2021-02-24,Riverside,California,288960,3707.0,Wednesday,1897.0,130.0
14214,2021-03-03,Riverside,California,290498,3849.0,Wednesday,1538.0,142.0
14620,2021-03-10,Riverside,California,291675,3941.0,Wednesday,1177.0,92.0
15026,2021-03-17,Riverside,California,292606,4052.0,Wednesday,931.0,111.0
15432,2021-03-24,Riverside,California,293600,4190.0,Wednesday,994.0,138.0
15838,2021-03-31,Riverside,California,294461,4315.0,Wednesday,861.0,125.0
16244,2021-04-07,Riverside,California,295770,4442.0,Wednesday,1309.0,127.0
16650,2021-04-14,Riverside,California,296908,4514.0,Wednesday,1138.0,72.0
17056,2021-04-21,Riverside,California,297631,4547.0,Wednesday,723.0,33.0
17462,2021-04-28,Riverside,California,298262,4564.0,Wednesday,631.0,17.0
17868,2021-05-05,Riverside,California,298872,4576.0,Wednesday,610.0,12.0
18274,2021-05-12,Riverside,California,299455,4593.0,Wednesday,583.0,17.0
18680,2021-05-19,Riverside,California,300126,4602.0,Wednesday,671.0,9.0
19086,2021-05-26,Riverside,California,300550,4608.0,Wednesday,424.0,6.0
19492,2021-06-02,Riverside,California,300851,4612.0,Wednesday,301.0,4.0
19898,2021-06-09,Riverside,California,301178,4617.0,Wednesday,327.0,5.0
20304,2021-06-16,Riverside,California,301482,4624.0,Wednesday,304.0,7.0
20710,2021-06-23,Riverside,California,301799,4627.0,Wednesday,317.0,3.0
21116,2021-06-30,Riverside,California,301706,4636.0,Wednesday,-93.0,9.0
32,2020-07-01,Sacramento,California,3396,68.0,Wednesday,0.0,0.0
431,2020-07-08,Sacramento,California,4775,78.0,Wednesday,1379.0,10.0
830,2020-07-15,Sacramento,California,6173,92.0,Wednesday,1398.0,14.0
1229,2020-07-22,Sacramento,California,7970,96.0,Wednesday,1797.0,4.0
1629,2020-07-29,Sacramento,California,9513,126.0,Wednesday,1543.0,30.0
2035,2020-08-05,Sacramento,California,10243,153.0,Wednesday,730.0,27.0
2441,2020-08-12,Sacramento,California,12477,186.0,Wednesday,2234.0,33.0
2847,2020-08-19,Sacramento,California,14759,230.0,Wednesday,2282.0,44.0
3253,2020-08-26,Sacramento,California,16741,259.0,Wednesday,1982.0,29.0
3659,2020-09-02,Sacramento,California,18412,304.0,Wednesday,1671.0,45.0
4065,2020-09-09,Sacramento,California,19523,339.0,Wednesday,1111.0,35.0
4471,2020-09-16,Sacramento,California,20659,364.0,Wednesday,1136.0,25.0
4877,2020-09-23,Sacramento,California,21871,399.0,Wednesday,1212.0,35.0
5283,2020-09-30,Sacramento,California,22653,420.0,Wednesday,782.0,21.0
5689,2020-10-07,Sacramento,California,23419,445.0,Wednesday,766.0,25.0
6095,2020-10-14,Sacramento,California,24059,462.0,Wednesday,640.0,17.0
6501,2020-10-21,Sacramento,California,24956,480.0,Wednesday,897.0,18.0
6907,2020-10-28,Sacramento,California,25881,499.0,Wednesday,925.0,19.0
7313,2020-11-04,Sacramento,California,27042,506.0,Wednesday,1161.0,7.0
7719,2020-11-11,Sacramento,California,29013,514.0,Wednesday,1971.0,8.0
8125,2020-11-18,Sacramento,California,31851,536.0,Wednesday,2838.0,22.0
8531,2020-11-25,Sacramento,California,35738,566.0,Wednesday,3887.0,30.0
8937,2020-12-02,Sacramento,California,39366,591.0,Wednesday,3628.0,25.0
9343,2020-12-09,Sacramento,California,45335,646.0,Wednesday,5969.0,55.0
9749,2020-12-16,Sacramento,California,52181,711.0,Wednesday,6846.0,65.0
10155,2020-12-23,Sacramento,California,58868,797.0,Wednesday,6687.0,86.0
10561,2020-12-30,Sacramento,California,65077,844.0,Wednesday,6209.0,47.0
10967,2021-01-06,Sacramento,California,70676,941.0,Wednesday,5599.0,97.0
11373,2021-01-13,Sacramento,California,77200,1044.0,Wednesday,6524.0,103.0
11779,2021-01-20,Sacramento,California,81182,1128.0,Wednesday,3982.0,84.0
12185,2021-01-27,Sacramento,California,85061,1208.0,Wednesday,3879.0,80.0
12591,2021-02-03,Sacramento,California,87106,1281.0,Wednesday,2045.0,73.0
12997,2021-02-10,Sacramento,California,89377,1352.0,Wednesday,2271.0,71.0
13403,2021-02-17,Sacramento,California,91245,1402.0,Wednesday,1868.0,50.0
13809,2021-02-24,Sacramento,California,92771,1456.0,Wednesday,1526.0,54.0
14215,2021-03-03,Sacramento,California,93789,1498.0,Wednesday,1018.0,42.0
14621,2021-03-10,Sacramento,California,94769,1531.0,Wednesday,980.0,33.0
15027,2021-03-17,Sacramento,California,95666,1559.0,Wednesday,897.0,28.0
15433,2021-03-24,Sacramento,California,96615,1590.0,Wednesday,949.0,31.0
15839,2021-03-31,Sacramento,California,97717,1603.0,Wednesday,1102.0,13.0
16245,2021-04-07,Sacramento,California,99156,1627.0,Wednesday,1439.0,24.0
16651,2021-04-14,Sacramento,California,100725,1644.0,Wednesday,1569.0,17.0
17057,2021-04-21,Sacramento,California,101786,1651.0,Wednesday,1061.0,7.0
17463,2021-04-28,Sacramento,California,102682,1662.0,Wednesday,896.0,11.0
17869,2021-05-05,Sacramento,California,103594,1667.0,Wednesday,912.0,5.0
18275,2021-05-12,Sacramento,California,104719,1682.0,Wednesday,1125.0,15.0
18681,2021-05-19,Sacramento,California,105373,1693.0,Wednesday,654.0,11.0
19087,2021-05-26,Sacramento,California,106042,1702.0,Wednesday,669.0,9.0
19493,2021-06-02,Sacramento,California,106569,1715.0,Wednesday,527.0,13.0
19899,2021-06-09,Sacramento,California,107102,1716.0,Wednesday,533.0,1.0
20305,2021-06-16,Sacramento,California,107493,1726.0,Wednesday,391.0,10.0
20711,2021-06-23,Sacramento,California,107912,1737.0,Wednesday,419.0,11.0
21117,2021-06-30,Sacramento,California,108570,1743.0,Wednesday,658.0,6.0
33,2020-07-01,San Benito,California,239,2.0,Wednesday,0.0,0.0
432,2020-07-08,San Benito,California,304,2.0,Wednesday,65.0,0.0
831,2020-07-15,San Benito,California,408,2.0,Wednesday,104.0,0.0
1230,2020-07-22,San Benito,California,494,2.0,Wednesday,86.0,0.0
1630,2020-07-29,San Benito,California,601,4.0,Wednesday,107.0,2.0
2036,2020-08-05,San Benito,California,694,4.0,Wednesday,93.0,0.0
2442,2020-08-12,San Benito,California,773,4.0,Wednesday,79.0,0.0
2848,2020-08-19,San Benito,California,872,5.0,Wednesday,99.0,1.0
3254,2020-08-26,San Benito,California,998,7.0,Wednesday,126.0,2.0
3660,2020-09-02,San Benito,California,1123,8.0,Wednesday,125.0,1.0
4066,2020-09-09,San Benito,California,1209,10.0,Wednesday,86.0,2.0
4472,2020-09-16,San Benito,California,1254,10.0,Wednesday,45.0,0.0
4878,2020-09-23,San Benito,California,1314,11.0,Wednesday,60.0,1.0
5284,2020-09-30,San Benito,California,1352,11.0,Wednesday,38.0,0.0
5690,2020-10-07,San Benito,California,1372,13.0,Wednesday,20.0,2.0
6096,2020-10-14,San Benito,California,1390,13.0,Wednesday,18.0,0.0
6502,2020-10-21,San Benito,California,1411,14.0,Wednesday,21.0,1.0
6908,2020-10-28,San Benito,California,1444,15.0,Wednesday,33.0,1.0
7314,2020-11-04,San Benito,California,1483,15.0,Wednesday,39.0,0.0
7720,2020-11-11,San Benito,California,1540,15.0,Wednesday,57.0,0.0
8126,2020-11-18,San Benito,California,1652,15.0,Wednesday,112.0,0.0
8532,2020-11-25,San Benito,California,1784,16.0,Wednesday,132.0,1.0
8938,2020-12-02,San Benito,California,1968,17.0,Wednesday,184.0,1.0
9344,2020-12-09,San Benito,California,2264,19.0,Wednesday,296.0,2.0
9750,2020-12-16,San Benito,California,2642,22.0,Wednesday,378.0,3.0
10156,2020-12-23,San Benito,California,3171,26.0,Wednesday,529.0,4.0
10562,2020-12-30,San Benito,California,3538,28.0,Wednesday,367.0,2.0
10968,2021-01-06,San Benito,California,4035,34.0,Wednesday,497.0,6.0
11374,2021-01-13,San Benito,California,4596,41.0,Wednesday,561.0,7.0
11780,2021-01-20,San Benito,California,5003,46.0,Wednesday,407.0,5.0
12186,2021-01-27,San Benito,California,5251,52.0,Wednesday,248.0,6.0
12592,2021-02-03,San Benito,California,5444,54.0,Wednesday,193.0,2.0
12998,2021-02-10,San Benito,California,5566,57.0,Wednesday,122.0,3.0
13404,2021-02-17,San Benito,California,5659,57.0,Wednesday,93.0,0.0
13810,2021-02-24,San Benito,California,5731,59.0,Wednesday,72.0,2.0
14216,2021-03-03,San Benito,California,5770,61.0,Wednesday,39.0,2.0
14622,2021-03-10,San Benito,California,5800,61.0,Wednesday,30.0,0.0
15028,2021-03-17,San Benito,California,5831,61.0,Wednesday,31.0,0.0
15434,2021-03-24,San Benito,California,5845,61.0,Wednesday,14.0,0.0
15840,2021-03-31,San Benito,California,5870,61.0,Wednesday,25.0,0.0
16246,2021-04-07,San Benito,California,5907,62.0,Wednesday,37.0,1.0
16652,2021-04-14,San Benito,California,5946,63.0,Wednesday,39.0,1.0
17058,2021-04-21,San Benito,California,5988,63.0,Wednesday,42.0,0.0
17464,2021-04-28,San Benito,California,6016,63.0,Wednesday,28.0,0.0
17870,2021-05-05,San Benito,California,6039,63.0,Wednesday,23.0,0.0
18276,2021-05-12,San Benito,California,6058,63.0,Wednesday,19.0,0.0
18682,2021-05-19,San Benito,California,6065,63.0,Wednesday,7.0,0.0
19088,2021-05-26,San Benito,California,6073,63.0,Wednesday,8.0,0.0
19494,2021-06-02,San Benito,California,6073,63.0,Wednesday,0.0,0.0
19900,2021-06-09,San Benito,California,6076,63.0,Wednesday,3.0,0.0
20306,2021-06-16,San Benito,California,6089,63.0,Wednesday,13.0,0.0
20712,2021-06-23,San Benito,California,6098,63.0,Wednesday,9.0,0.0
21118,2021-06-30,San Benito,California,6099,63.0,Wednesday,1.0,0.0
34,2020-07-01,San Bernardino,California,12746,258.0,Wednesday,0.0,0.0
433,2020-07-08,San Bernardino,California,16586,293.0,Wednesday,3840.0,35.0
832,2020-07-15,San Bernardino,California,21468,310.0,Wednesday,4882.0,17.0
1231,2020-07-22,San Bernardino,California,25775,337.0,Wednesday,4307.0,27.0
1631,2020-07-29,San Bernardino,California,30493,395.0,Wednesday,4718.0,58.0
2037,2020-08-05,San Bernardino,California,34237,487.0,Wednesday,3744.0,92.0
2443,2020-08-12,San Bernardino,California,38467,555.0,Wednesday,4230.0,68.0
2849,2020-08-19,San Bernardino,California,42947,621.0,Wednesday,4480.0,66.0
3255,2020-08-26,San Bernardino,California,46051,709.0,Wednesday,3104.0,88.0
3661,2020-09-02,San Bernardino,California,48245,743.0,Wednesday,2194.0,34.0
4067,2020-09-09,San Bernardino,California,49909,791.0,Wednesday,1664.0,48.0
4473,2020-09-16,San Bernardino,California,51252,838.0,Wednesday,1343.0,47.0
4879,2020-09-23,San Bernardino,California,53121,908.0,Wednesday,1869.0,70.0
5285,2020-09-30,San Bernardino,California,55203,955.0,Wednesday,2082.0,47.0
5691,2020-10-07,San Bernardino,California,56823,967.0,Wednesday,1620.0,12.0
6097,2020-10-14,San Bernardino,California,58936,986.0,Wednesday,2113.0,19.0
6503,2020-10-21,San Bernardino,California,60945,1065.0,Wednesday,2009.0,79.0
6909,2020-10-28,San Bernardino,California,63850,1073.0,Wednesday,2905.0,8.0
7315,2020-11-04,San Bernardino,California,66656,1088.0,Wednesday,2806.0,15.0
7721,2020-11-11,San Bernardino,California,71072,1096.0,Wednesday,4416.0,8.0
8127,2020-11-18,San Bernardino,California,78298,1118.0,Wednesday,7226.0,22.0
8533,2020-11-25,San Bernardino,California,88453,1129.0,Wednesday,10155.0,11.0
8939,2020-12-02,San Bernardino,California,96657,1136.0,Wednesday,8204.0,7.0
9345,2020-12-09,San Bernardino,California,111518,1208.0,Wednesday,14861.0,72.0
9751,2020-12-16,San Bernardino,California,137548,1304.0,Wednesday,26030.0,96.0
10157,2020-12-23,San Bernardino,California,170885,1407.0,Wednesday,33337.0,103.0
10563,2020-12-30,San Bernardino,California,193214,1442.0,Wednesday,22329.0,35.0
10969,2021-01-06,San Bernardino,California,214813,1454.0,Wednesday,21599.0,12.0
11375,2021-01-13,San Bernardino,California,239786,1552.0,Wednesday,24973.0,98.0
11781,2021-01-20,San Bernardino,California,256914,1560.0,Wednesday,17128.0,8.0
12187,2021-01-27,San Bernardino,California,269314,1746.0,Wednesday,12400.0,186.0
12593,2021-02-03,San Bernardino,California,275960,1966.0,Wednesday,6646.0,220.0
12999,2021-02-10,San Bernardino,California,279673,2184.0,Wednesday,3713.0,218.0
13405,2021-02-17,San Bernardino,California,282736,2457.0,Wednesday,3063.0,273.0
13811,2021-02-24,San Bernardino,California,285334,2673.0,Wednesday,2598.0,216.0
14217,2021-03-03,San Bernardino,California,287055,2959.0,Wednesday,1721.0,286.0
14623,2021-03-10,San Bernardino,California,288135,3198.0,Wednesday,1080.0,239.0
15029,2021-03-17,San Bernardino,California,289057,4032.0,Wednesday,922.0,834.0
15435,2021-03-24,San Bernardino,California,290030,4134.0,Wednesday,973.0,102.0
15841,2021-03-31,San Bernardino,California,290954,4343.0,Wednesday,924.0,209.0
16247,2021-04-07,San Bernardino,California,291989,4428.0,Wednesday,1035.0,85.0
16653,2021-04-14,San Bernardino,California,294101,4521.0,Wednesday,2112.0,93.0
17059,2021-04-21,San Bernardino,California,295131,4569.0,Wednesday,1030.0,48.0
17465,2021-04-28,San Bernardino,California,295752,4575.0,Wednesday,621.0,6.0
17871,2021-05-05,San Bernardino,California,296257,4668.0,Wednesday,505.0,93.0
18277,2021-05-12,San Bernardino,California,296782,4707.0,Wednesday,525.0,39.0
18683,2021-05-19,San Bernardino,California,297349,4724.0,Wednesday,567.0,17.0
19089,2021-05-26,San Bernardino,California,297848,4755.0,Wednesday,499.0,31.0
19495,2021-06-02,San Bernardino,California,298545,4758.0,Wednesday,697.0,3.0
19901,2021-06-09,San Bernardino,California,298808,4778.0,Wednesday,263.0,20.0
20307,2021-06-16,San Bernardino,California,299096,4790.0,Wednesday,288.0,12.0
20713,2021-06-23,San Bernardino,California,299372,4873.0,Wednesday,276.0,83.0
21119,2021-06-30,San Bernardino,California,299763,4940.0,Wednesday,391.0,67.0
35,2020-07-01,San Diego,California,14686,372.0,Wednesday,0.0,0.0
434,2020-07-08,San Diego,California,17905,406.0,Wednesday,3219.0,34.0
833,2020-07-15,San Diego,California,21509,448.0,Wednesday,3604.0,42.0
1232,2020-07-22,San Diego,California,25170,505.0,Wednesday,3661.0,57.0
1632,2020-07-29,San Diego,California,28350,552.0,Wednesday,3180.0,47.0
2038,2020-08-05,San Diego,California,30927,578.0,Wednesday,2577.0,26.0
2444,2020-08-12,San Diego,California,33456,608.0,Wednesday,2529.0,30.0
2850,2020-08-19,San Diego,California,35439,638.0,Wednesday,1983.0,30.0
3256,2020-08-26,San Diego,California,37285,668.0,Wednesday,1846.0,30.0
3662,2020-09-02,San Diego,California,39184,695.0,Wednesday,1899.0,27.0
4068,2020-09-09,San Diego,California,41387,721.0,Wednesday,2203.0,26.0
4474,2020-09-16,San Diego,California,43508,748.0,Wednesday,2121.0,27.0
4880,2020-09-23,San Diego,California,45488,767.0,Wednesday,1980.0,19.0
5286,2020-09-30,San Diego,California,47243,783.0,Wednesday,1755.0,16.0
5692,2020-10-07,San Diego,California,49238,813.0,Wednesday,1995.0,30.0
6098,2020-10-14,San Diego,California,51390,844.0,Wednesday,2152.0,31.0
6504,2020-10-21,San Diego,California,53326,863.0,Wednesday,1936.0,19.0
6910,2020-10-28,San Diego,California,55603,881.0,Wednesday,2277.0,18.0
7316,2020-11-04,San Diego,California,58169,904.0,Wednesday,2566.0,23.0
7722,2020-11-11,San Diego,California,61148,915.0,Wednesday,2979.0,11.0
8128,2020-11-18,San Diego,California,67304,945.0,Wednesday,6156.0,30.0
8534,2020-11-25,San Diego,California,75368,988.0,Wednesday,8064.0,43.0
8940,2020-12-02,San Diego,California,84701,1035.0,Wednesday,9333.0,47.0
9346,2020-12-09,San Diego,California,97612,1103.0,Wednesday,12911.0,68.0
9752,2020-12-16,San Diego,California,114311,1217.0,Wednesday,16699.0,114.0
10158,2020-12-23,San Diego,California,134759,1350.0,Wednesday,20448.0,133.0
10564,2020-12-30,San Diego,California,152575,1472.0,Wednesday,17816.0,122.0
10970,2021-01-06,San Diego,California,176725,1691.0,Wednesday,24150.0,219.0
11376,2021-01-13,San Diego,California,201643,1952.0,Wednesday,24918.0,261.0
11782,2021-01-20,San Diego,California,218618,2174.0,Wednesday,16975.0,222.0
12188,2021-01-27,San Diego,California,231544,2465.0,Wednesday,12926.0,291.0
12594,2021-02-03,San Diego,California,241081,2683.0,Wednesday,9537.0,218.0
13000,2021-02-10,San Diego,California,248924,2904.0,Wednesday,7843.0,221.0
13406,2021-02-17,San Diego,California,254243,3099.0,Wednesday,5319.0,195.0
13812,2021-02-24,San Diego,California,258526,3230.0,Wednesday,4283.0,131.0
14218,2021-03-03,San Diego,California,261416,3342.0,Wednesday,2890.0,112.0
14624,2021-03-10,San Diego,California,264160,3413.0,Wednesday,2744.0,71.0
15030,2021-03-17,San Diego,California,266380,3470.0,Wednesday,2220.0,57.0
15436,2021-03-24,San Diego,California,268480,3509.0,Wednesday,2100.0,39.0
15842,2021-03-31,San Diego,California,270350,3555.0,Wednesday,1870.0,46.0
16248,2021-04-07,San Diego,California,272257,3588.0,Wednesday,1907.0,33.0
16654,2021-04-14,San Diego,California,274031,3648.0,Wednesday,1774.0,60.0
17060,2021-04-21,San Diego,California,275432,3674.0,Wednesday,1401.0,26.0
17466,2021-04-28,San Diego,California,275748,3692.0,Wednesday,316.0,18.0
17872,2021-05-05,San Diego,California,276942,3713.0,Wednesday,1194.0,21.0
18278,2021-05-12,San Diego,California,278371,3725.0,Wednesday,1429.0,12.0
18684,2021-05-19,San Diego,California,279317,3742.0,Wednesday,946.0,17.0
19090,2021-05-26,San Diego,California,279849,3753.0,Wednesday,532.0,11.0
19496,2021-06-02,San Diego,California,280368,3756.0,Wednesday,519.0,3.0
19902,2021-06-09,San Diego,California,280942,3764.0,Wednesday,574.0,8.0
20308,2021-06-16,San Diego,California,281438,3770.0,Wednesday,496.0,6.0
20714,2021-06-23,San Diego,California,281930,3771.0,Wednesday,492.0,1.0
21120,2021-06-30,San Diego,California,282562,3780.0,Wednesday,632.0,9.0
36,2020-07-01,San Francisco,California,3651,50.0,Wednesday,0.0,0.0
435,2020-07-08,San Francisco,California,4074,50.0,Wednesday,423.0,0.0
834,2020-07-15,San Francisco,California,4699,50.0,Wednesday,625.0,0.0
1233,2020-07-22,San Francisco,California,5462,53.0,Wednesday,763.0,3.0
1633,2020-07-29,San Francisco,California,6200,57.0,Wednesday,738.0,4.0
2039,2020-08-05,San Francisco,California,7084,62.0,Wednesday,884.0,5.0
2445,2020-08-12,San Francisco,California,7837,67.0,Wednesday,753.0,5.0
2851,2020-08-19,San Francisco,California,8531,72.0,Wednesday,694.0,5.0
3257,2020-08-26,San Francisco,California,9063,80.0,Wednesday,532.0,8.0
3663,2020-09-02,San Francisco,California,9620,84.0,Wednesday,557.0,4.0
4069,2020-09-09,San Francisco,California,10077,87.0,Wednesday,457.0,3.0
4475,2020-09-16,San Francisco,California,10493,91.0,Wednesday,416.0,4.0
4881,2020-09-23,San Francisco,California,10904,99.0,Wednesday,411.0,8.0
5287,2020-09-30,San Francisco,California,11278,104.0,Wednesday,374.0,5.0
5693,2020-10-07,San Francisco,California,11536,114.0,Wednesday,258.0,10.0
6099,2020-10-14,San Francisco,California,11715,123.0,Wednesday,179.0,9.0
6505,2020-10-21,San Francisco,California,12016,137.0,Wednesday,301.0,14.0
6911,2020-10-28,San Francisco,California,12244,145.0,Wednesday,228.0,8.0
7317,2020-11-04,San Francisco,California,12602,149.0,Wednesday,358.0,4.0
7723,2020-11-11,San Francisco,California,13213,153.0,Wednesday,611.0,4.0
8129,2020-11-18,San Francisco,California,13955,156.0,Wednesday,742.0,3.0
8535,2020-11-25,San Francisco,California,14877,160.0,Wednesday,922.0,4.0
8941,2020-12-02,San Francisco,California,15800,160.0,Wednesday,923.0,0.0
